Entity,Year,Government Services,Trade and Transport,Financial Services,Housing and Domestic Services,Total Services
England,1569,16.02519047,12.45997213,24.95835507,63.02663399,33.50277085
England,1570,11.66746324,11.74812556,25.37406619,63.43971723,32.25357079
England,1571,10.12117293,11.4290971,25.73769784,63.70945407,31.84735987
England,1572,10.89431809,11.13625695,26.24048121,64.30859126,32.22976876
England,1573,11.17546178,12.68992842,26.65646772,64.67892848,32.92379409
England,1574,11.17546178,12.61098339,27.08594038,65.06795386,33.06870186
England,1575,11.17546178,14.09884769,27.62075192,65.69340073,33.76835204
England,1576,11.10517586,14.51565243,28.18111832,66.36016941,34.15156663
England,1577,11.45660547,13.5961153,28.81279846,67.17346013,34.32059048
England,1578,11.52689139,14.64197793,29.41176133,67.88851776,34.94763669
England,1579,11.17546178,14.59046781,29.98454021,68.52289491,35.10309962
England,1580,11.10517586,14.43433711,30.64077806,69.32679344,35.37537799
England,1581,11.10517586,14.12467157,31.20051836,69.8917877,35.52604263
England,1582,11.59717732,13.27558046,31.85902346,70.65775178,35.7378116
England,1583,11.03488993,14.4709679,32.61942689,71.62534006,36.33616763
England,1584,10.54288847,14.56544345,33.36051811,72.52473871,36.60445944
England,1585,10.40231662,13.74235223,33.95958606,73.09350524,36.56850752
England,1586,10.82403216,14.12707879,34.68743064,73.91822826,37.14771265
England,1587,10.68346032,14.75858086,35.20647985,74.27882686,37.45424237
England,1588,10.82403216,16.13892427,35.44237373,74.03349433,37.81297738
England,1589,11.17546178,15.31892975,36.15907696,74.78005814,37.98892013
England,1590,11.73774916,16.31868874,36.98100722,75.71993175,38.83596885
England,1591,11.94860693,17.19043115,37.38619616,75.78892972,39.1937304
England,1592,12.65146616,18.2391678,37.83030541,75.92719511,39.76916203
England,1593,12.72175209,19.01172381,38.19157926,75.89062715,40.01600213
England,1594,13.28403947,17.24177574,38.92666167,76.5827047,39.95223583
England,1595,13.63546909,17.51388886,39.80284413,77.52837145,40.53166559
England,1596,13.77604093,17.33713734,40.4852652,78.07402318,40.75815788
England,1597,13.3543254,17.10140263,40.87353382,78.03955306,40.57405289
England,1598,13.42461132,19.13067054,41.01748663,77.53622393,40.99983739
England,1599,13.56518317,21.17875513,41.80754892,78.24441064,41.9454326
England,1600,13.42461132,21.14833487,42.74091936,79.19640941,42.30358876
England,1601,13.21375355,21.89906633,43.82296264,80.09894521,42.85804308
England,1602,13.70575501,23.91114085,44.70226811,80.59684688,43.81374981
England,1603,13.63546909,24.99767955,45.55293447,81.0155308,44.30941356
England,1604,13.70575501,26.66134863,46.29034606,81.2093025,44.92189131
England,1605,13.56518317,25.84340044,47.49194388,82.18616749,45.07002192
England,1606,13.28403947,27.74363059,48.59868661,82.95961838,45.89281187
England,1607,13.56518317,25.89775002,49.84579146,83.93326924,45.85821728
England,1608,13.84632686,25.37540825,50.9630982,84.64959713,46.10665922
England,1609,14.2680424,27.47192126,52.10107232,85.36486646,47.16213719
England,1610,14.19775647,28.35422702,52.98181193,85.62936831,47.5396621
England,1611,14.47890017,27.06180883,54.03908018,86.1523864,47.48532928
England,1612,14.33832832,25.63223722,55.0520815,86.5758049,47.2326991
England,1613,14.12747055,26.84913741,56.05760693,86.96024966,47.72048162
England,1614,13.77604093,27.6145529,56.82968608,86.96107725,47.87888272
England,1615,13.70575501,27.8107509,58.05534564,87.63050191,48.22605418
England,1616,13.00289578,25.61243001,59.05217606,87.92500873,47.5406439
England,1617,12.79203801,28.15105422,59.93324123,88.02533967,48.30080575
England,1618,12.51089432,29.14284742,61.14642575,88.5879089,48.78039398
England,1619,12.44060839,26.8664829,62.56451099,89.41180433,48.47074141
England,1620,12.51089432,29.52630776,64.01303837,90.2399147,49.64953969
England,1621,12.22975063,30.38179861,65.67304385,91.32313472,50.3087829
England,1622,12.51089432,27.75861127,67.75609155,92.94059342,50.3297184
England,1623,12.65146616,28.87549037,69.12200724,93.52697032,50.97929184
England,1624,12.86232393,31.46353755,69.64172314,92.95087094,51.59553478
England,1625,13.56518317,32.31787664,70.48383219,92.79763194,52.01792137
England,1626,13.77604093,31.47806826,70.57023066,91.64997532,51.39111956
England,1627,15.11147347,31.35018649,72.06144616,92.31605112,52.04575374
England,1628,16.37662009,37.26865012,74.57063343,94.23354033,54.97779624
England,1629,17.0091934,30.39195369,76.79698108,95.72938168,53.80961032
England,1630,17.22005117,29.83936106,77.62725162,95.45061834,53.63335401
England,1631,17.29033709,29.83607964,78.17033729,94.81345047,53.42845728
England,1632,17.50119486,34.85950726,80.25516787,96.02059739,55.5118072
England,1633,17.07947932,32.70684283,83.40415776,98.43340926,55.82558811
England,1634,17.14976525,34.72841955,85.58080369,99.63102926,56.99025803
England,1635,17.0091934,38.05657084,87.14835805,100.0785249,58.16390667
England,1636,17.22005117,38.79998291,86.47786835,97.96029682,57.59478483
England,1637,17.50119486,38.25248318,89.49426688,100.0008661,58.42597336
England,1638,17.07947932,40.65890738,90.15458514,99.37103105,58.79735679
England,1639,17.0091934,40.03920099,92.17937785,100.223411,59.00924226
England,1640,17.9229104,40.19813179,93.48157503,100.2593438,59.37890542
England,1641,18.20405409,37.33245519,93.32815219,98.7358648,58.02308399
England,1642,18.55548371,40.69257297,95.76826811,99.94183769,59.67262787
England,1643,19.04748517,43.34650542,98.51091024,101.40829,61.26766536
England,1644,19.68005848,42.99961614,97.66031719,100.4248042,60.92767559
England,1645,20.73434732,39.68044385,98.31115086,100.9855836,60.4932392
England,1646,21.78863617,40.25283136,98.12088716,100.6819925,60.83034585
England,1647,21.99949394,41.71518193,99.81186236,102.3072074,62.01544705
England,1648,22.7726391,42.51403047,99.79661648,102.1818178,62.41643887
England,1649,29.09837218,42.8616119,100.0207848,102.3014528,64.34095092
England,1650,34.15895864,42.31434058,100.0709414,102.2429248,65.5738201
England,1651,39.74317524,44.1961008,100.0961227,102.1589147,67.6537964
England,1652,41.81590711,50.01804037,101.7764786,103.7624391,70.62756891
England,1653,44.20492564,54.9039913,101.7802404,103.6549293,72.68518031
England,1654,40.75458967,54.71558368,100.5177337,102.2593227,71.07477878
England,1655,40.87267002,58.3234753,102.2260211,103.8856154,72.86373305
England,1656,41.03643622,54.99454709,102.204463,103.7522578,71.8817197
England,1657,39.7748039,53.25097006,102.3944765,103.8336119,71.05769475
England,1658,38.70786359,53.08866347,101.0854958,102.3962408,70.1027194
England,1659,37.67747196,45.50759185,100.1707104,101.3607131,67.15580212
England,1660,34.5061711,49.27518117,99.88346419,100.9616027,67.20771053
England,1661,32.56206247,51.89567688,100.6382296,101.6153609,67.71615399
England,1662,30.9272119,52.64988796,99.31388996,100.1705607,66.86755699
England,1663,29.11102364,62.01548566,98.74448781,99.48937653,68.81760757
England,1664,27.15285783,60.29063624,100.2964075,100.9445697,68.39149636
England,1665,30.7753943,61.30613481,99.24480997,99.77899479,69.20731728
England,1666,31.3081616,68.2239435,100.2121223,100.6434037,71.75697243
England,1667,31.36649892,69.18320696,97.96334846,98.27938115,71.048159
England,1668,31.49020214,65.67968852,99.96638069,100.1812616,70.87370491
England,1669,33.58472265,66.80295491,99.98238399,100.089784,71.7532862
England,1670,33.54044252,66.3873872,99.95290431,99.95290431,71.56507102
England,1671,35.98568979,64.31699167,99.29013887,99.29013887,71.35813906
England,1672,39.22727656,64.66537541,98.9429357,98.9429357,72.21731824
England,1673,41.84753578,66.96205366,99.53920519,99.53920519,73.87723215
England,1674,44.63015547,65.29189002,99.83001672,99.83001672,74.28960337
England,1675,45.46304366,67.74029812,99.83153717,99.83153717,75.24030953
England,1676,42.56585791,77.27645467,99.78365239,99.78365239,77.20453359
England,1677,42.84629874,74.93461048,99.94718816,99.94718816,76.66665843
England,1678,44.17962271,77.32179991,100.2664265,100.2664265,77.87509974
England,1679,46.67899013,73.69501471,99.97043769,99.97043769,77.38411676
England,1680,46.49835531,80.48169054,99.4414725,99.4414725,79.09592659
England,1681,47.74311901,75.31240558,98.32992193,98.32992193,77.45373852
England,1682,47.81551351,77.6383853,95.5068945,95.5068945,76.94823249
England,1683,46.17293149,82.64135288,95.28535039,95.28535039,77.86047079
England,1684,44.3314403,72.6692634,95.15131919,95.15131919,74.36691143
England,1685,41.56990638,79.40377881,96.46391656,96.46391656,76.12995315
England,1686,42.4660519,76.64849814,96.92619334,96.92619334,75.7707009
England,1687,44.68989851,80.62704904,95.82209109,95.82209109,77.08551075
England,1688,45.18189997,86.69744444,95.18898419,95.18898419,78.73082725
England,1689,47.86893081,86.59013401,97.05781876,97.05781876,80.24923059
England,1690,50.80125952,91.09262864,96.98776224,96.98776224,82.35767698
England,1691,54.82864292,92.37082688,98.03581928,98.03581928,84.30548004
England,1692,62.40546543,98.31812539,98.10941712,98.10941712,88.19618483
England,1693,68.22443701,87.8964859,98.56632418,98.56632418,86.9636709
England,1694,73.88385954,98.91224727,98.34041116,98.34041116,91.6756882
England,1695,80.36562737,96.78107255,98.34295167,98.34295167,92.86311563
England,1696,87.88411257,93.4926015,98.5108756,98.5108756,94.07180364
England,1697,89.95965588,93.29320529,99.11871211,99.11871211,94.85314682
England,1698,93.70940988,96.57077315,99.64415524,99.64415524,97.08571048
England,1699,98.38131519,94.85485727,99.89114295,99.89114295,97.99373319
England,1700,100,100,100,100,100
England,1701,132.2205128,104.8318616,101.935372,100.6193715,103.4944717
England,1702,228.5107485,94.71416555,103.9083391,101.3369609,103.0234001
England,1703,267.9569013,93.78623642,105.9196342,102.2151324,103.5980227
England,1704,273.8095238,105.313517,107.970005,102.713962,109.1051149
England,1705,320.5157015,100.0043935,110.0602133,102.9530692,108.1783846
England,1706,327.8040112,91.07666506,112.1910363,103.2925094,104.5745052
England,1707,462.4796037,96.83056089,114.3632661,103.6723173,110.8472388
England,1708,391.3461538,109.6128707,116.5777106,104.0324339,115.0333577
England,1709,393.860532,99.91934745,118.8351932,104.272618,110.6882373
England,1710,387.5872215,92.62356466,121.1365535,104.5731924,107.5500111
England,1711,582.4045584,94.87913063,123.4826479,104.452806,113.1572637
England,1712,321.3810612,96.83410708,125.8743491,104.2521124,106.8954046
England,1713,211.2133228,100.9645954,128.3125471,104.4327286,105.7545616
England,1714,181.1600697,106.7507465,130.7981494,104.814359,107.5062379
England,1715,167.3964497,105.6737449,133.3320812,104.9351647,107.0880979
England,1716,241.1991712,108.2925513,135.9152859,105.5786711,110.5699382
England,1717,151.7813765,113.6930861,138.5487253,106.3031693,110.7478274
England,1718,222.8977116,113.3922148,141.23338,107.0283,113.0187134
England,1719,209.5109701,113.5110113,143.97025,107.7540649,113.8940182
England,1720,186.9255907,113.8528015,134.6160129,107.3933618,112.5416854
England,1721,150.9153846,110.9306267,115.7131475,107.2741015,109.9039598
England,1722,254.2307692,115.9634477,146.7350994,107.3764146,114.8412788
England,1723,182.3566695,115.6415679,167.9447994,107.7811822,113.5121909
England,1724,161.4893617,116.7137546,184.6720017,108.1661616,113.2324543
England,1725,165.3713984,118.7746434,208.2419684,108.5716719,114.8356072
England,1726,166.2845651,117.937702,154.8763216,109.5022318,114.5970512
England,1727,189.0251068,115.987777,215.2081255,110.1509703,115.6153925
England,1728,248.3475783,117.4854307,209.9309545,109.0836191,116.4086724
England,1729,194.331854,114.1271442,206.9850521,107.3286533,112.1860119
England,1730,204.48583,118.6176142,222.2819932,106.017074,113.6385058
England,1731,216.261655,115.7759217,258.6472477,105.9377716,113.5963423
England,1732,182.6879862,118.9128739,234.5993528,106.40453,113.7694528
England,1733,170.1236802,123.9414398,236.2714713,106.9728867,115.5306503
England,1734,288.7062937,121.2854825,234.577793,108.088301,118.5722071
England,1735,243.7165082,124.933369,240.100349,109.0629444,118.9338427
England,1736,248.5057471,123.7328696,254.9406059,109.937154,119.6177898
England,1737,191.7617866,120.089745,227.505928,110.6094567,116.233415
England,1738,172.7754297,126.1645656,237.2238455,111.1201503,118.7042142
England,1739,209.590896,124.450077,220.6258244,111.8341748,119.2038925
England,1740,239.3769231,120.0421008,227.4140999,112.4473736,119.1037776
England,1741,292.4691358,126.233992,210.2787404,112.7159842,122.1764524
England,1742,386.7288267,123.3823581,250.4931205,111.5428164,123.6853963
England,1743,430.5128205,127.4010178,227.3919897,111.5066071,125.4129419
England,1744,506.8986569,122.2843993,237.4300885,112.2834904,126.9416581
England,1745,462.1508296,127.2753792,207.6160962,113.4474627,127.366408
England,1746,474.8387097,127.1186635,214.3279019,114.1445482,128.5466809
England,1747,572.5099715,128.0125145,211.0424681,114.6590914,131.3011849
England,1748,570.9847245,135.2378144,214.3783283,114.9297743,134.0641302
England,1749,587.4706197,134.6491434,229.1606438,115.6692616,134.7402871
England,1750,246.2645074,139.5048276,237.1356975,116.4501881,128.8448599
England,1751,225.8717949,140.6550021,276.7158334,117.1706662,129.2427124
England,1752,259.5505928,142.5442289,260.5040606,117.9035694,131.2031945
England,1753,209.031339,147.5530967,254.9982827,118.758022,131.6366825
England,1754,210.1452991,142.5128214,246.2202241,119.5913374,130.2960249
England,1755,281.2820513,146.2779088,248.8144309,120.4035486,134.1825781
England,1756,437.6923077,146.5834905,266.2685768,121.3573948,138.404607
England,1757,454.9682428,141.9747617,275.4063142,121.8631489,138.5430509
England,1758,573.3309144,142.6192603,270.508517,122.1652992,141.6040036
England,1759,733.3461538,151.9489927,276.660575,122.5890762,148.5873492
England,1760,879.8613291,157.5507147,286.970482,123.3169751,154.3231461
England,1761,1084.689034,155.1650065,307.5570674,124.165959,160.2763707
England,1762,980.9819967,153.8220767,335.7115437,124.6289086,157.9271437
England,1763,770.0282051,164.1583934,312.6411208,124.3415948,154.5023363
England,1764,335.2865762,165.1569241,349.2810747,124.9459658,145.535341
England,1765,399.9685535,162.9336447,343.8974775,125.9142722,147.2568116
England,1766,310.194105,173.3632273,341.6638395,126.4769646,149.4457842
England,1767,249.8565044,168.652158,332.9029092,126.7762325,145.6534761
England,1768,231.2559354,170.389953,349.6910069,127.09551,145.9376162
England,1769,283.9109039,182.5405112,365.2020523,127.9197424,151.5036769
England,1770,335.4461538,183.5346161,352.8211816,128.8038495,153.3151944
England,1771,302.8636473,180.8290976,404.4584966,129.6064304,153.2038182
England,1772,304.3984221,182.9525634,363.9932829,130.5697457,154.2559655
England,1773,264.0465417,176.9924765,367.8675786,131.5725546,151.7253756
England,1774,251.8611848,182.7316508,423.7519248,132.5140055,153.6813677
England,1775,297.0115725,173.3666554,480.8826609,133.8979413,155.2071524
England,1776,486.9523167,182.9701775,477.1215866,135.1598034,163.2224851
England,1777,576.0921178,187.6983085,466.0769319,136.4608168,167.5829982
England,1778,650.7341661,176.5408334,420.0939324,137.8814206,167.1964767
England,1779,748.9212289,176.6747889,471.6627513,139.1599784,170.6775447
England,1780,890.5128205,182.2231515,449.7820921,139.8946068,176.249717
England,1781,968.8717949,176.0632417,428.0455412,141.4324112,176.8323781
England,1782,1111.870027,180.0504532,457.8577751,142.5070529,183.7683178
England,1783,706.5951103,188.0047118,424.1548702,142.7777238,175.9974867
England,1784,728.6141636,195.5542584,332.1245598,144.1313681,177.3470595
England,1785,815.9594017,204.2657561,405.5363261,145.4835389,184.1793803
England,1786,371.5384615,208.6429688,457.5773777,147.034592,176.2917433
England,1787,312.1104536,222.0773779,498.383902,148.7641621,180.3886534
England,1788,337.8109769,220.6470994,523.6342715,150.2917198,181.9967652
England,1789,332.3230331,228.5709576,559.0492526,152.2976316,185.9372392
England,1790,353.2754342,238.3778292,564.8224615,154.0414896,191.1303626
England,1791,417.4994702,246.0897487,609.607996,155.9832336,196.37727
England,1792,369.4598571,257.7120809,602.7080422,157.7831036,200.573992
England,1793,478.8352216,255.4296144,565.7669349,159.4413468,201.9753874
England,1794,819.9604072,262.4042841,552.3435751,160.8584933,212.8237334
England,1795,1144.423513,263.6560379,632.8259743,162.6927223,224.607622
England,1796,1178.338328,264.093965,572.2061563,164.3257806,226.6698809
England,1797,1755.483368,256.4178558,562.3913374,166.4946748,239.5361872
England,1798,1250.933818,285.5806404,603.1043382,168.4224626,235.9750618
England,1799,1136.472756,300.1834383,661.3823875,170.4078677,240.7513154
England,1800,1001.006289,314.5076276,632.8487202,171.4569783,244.1219638
England,1801,852.7565139,304.5840397,641.5624474,172.6242412,236.7046899
England,1802,1509.360475,315.9426087,713.5709426,174.0520609,258.1076178
England,1803,1124.407354,303.4069756,736.932872,176.0640755,247.8089401
England,1804,1075.940084,317.311455,755.0073967,178.5143258,252.0525945
England,1805,1258.140853,323.105383,773.8236664,181.2081481,260.8771238
England,1806,1585.081857,318.5554713,852.9813212,183.8534572,270.3443467
England,1807,1676.910592,329.5195167,924.9466941,186.4177809,280.2581113
England,1808,1470.881713,317.8437177,985.4766315,188.8524082,272.3178038
England,1809,1560.413643,349.9590519,1064.092574,191.3358694,285.6675632
England,1810,1577.198075,389.5578268,1098.327301,193.7707722,301.7877032
England,1811,1759.674436,349.5369452,1136.222426,196.3194472,300.5638082
England,1812,1584.099339,343.7286122,1082.585331,199.3228486,293.1148232
England,1813,1656.103854,358.4164142,1095.954138,202.5212828,299.8251864
England,1814,2086.939894,376.235522,1101.524709,205.719938,316.7260988
England,1815,2643.600953,421.8216142,1130.744826,209.1623886,348.5042259
England,1816,2315.563491,390.0237197,1094.762741,212.7025257,332.2683425
England,1817,1091.436865,399.2562801,1039.728761,216.0967524,306.7437594
England,1818,781.5967293,429.5354925,1068.767735,219.4262446,310.1947083
England,1819,859.6486454,402.8383414,1109.455847,222.6097707,307.9788185
England,1820,965.5018421,421.0789392,1166.489397,226.0046686,319.2991558
England,1821,1087.139869,426.3736711,1219.459743,229.7734289,328.0337094
England,1822,1194.739169,451.1624587,1284.586046,233.6724312,341.4422816
England,1823,1050.14417,471.2215307,1285.675665,237.4904802,347.3347293
England,1824,1041.673606,516.6407138,1334.974115,241.048819,364.3165585
England,1825,918.8470946,524.469851,1302.9933,244.4286414,367.2859432
England,1826,1033.50842,499.8805898,1260.610112,247.6624131,362.1064012
England,1827,1099.075502,542.2384949,1268.467682,250.8963696,380.2489951
England,1828,1135.981505,564.7449522,1319.593816,254.4718103,392.3047219
England,1829,1037.386884,563.3056162,1360.765416,257.9662036,392.0843218
England,1830,1037.525165,586.9618067,1348.849442,261.3632776,403.2422698
England,1831,942.1944233,594.8341032,1331.584601,264.9068431,405.39403
England,1832,970.6511853,592.695451,1332.183158,268.0767221,408.8112075
England,1833,963.8394767,614.5741591,1377.747333,271.1167091,418.8669992
England,1834,892.1426335,643.8097745,1416.174305,274.6445815,428.4088633
England,1835,904.1351996,671.9352361,1440.184941,278.3677588,442.1891871
England,1836,1483.804188,716.0052365,1345.718579,282.0911543,471.5607227
England,1837,997.3110114,682.7224019,1319.77002,285.3757257,452.820846
England,1838,845.4190629,761.3900179,1324.774279,288.7742931,473.4508722
England,1839,815.5564803,772.7359688,1276.802056,292.8723201,477.5535833
England,1840,882.760845,821.207279,1294.360502,296.8404904,496.3296232
England,1841,946.1549541,823.7939486,1322.045801,300.4022839,500.288239
England,1842,1054.533774,805.6677731,1353.525453,304.1757099,496.4868194
England,1843,1180.176477,869.5832118,1512.474359,307.9656071,524.8056066
England,1844,1142.645738,942.2315183,1540.719885,311.7394416,552.7206117
England,1845,1054.676665,1022.165838,1645.888916,315.5297442,581.8671862
England,1846,1112.440858,1008.577044,1897.430542,319.3202464,586.8065804
England,1847,1133.820997,1024.577824,1628.11673,323.1109457,583.9354437
England,1848,1500.513182,1102.897217,1764.970018,326.9018399,622.6730194
England,1849,1553.558724,1187.059914,1878.22434,330.6929268,647.5888697
England,1850,1440.863718,1204.719482,2013.939634,334.4842042,654.285666
England,1851,1470.771757,1292.914981,1954.557499,338.666195,681.9922524
England,1852,1391.472409,1324.931033,2103.587754,342.8425134,698.0254827
England,1853,1231.214236,1450.101625,2078.896215,347.0294967,735.9197424
England,1854,1123.446778,1467.30415,1886.482041,351.2272107,738.7048273
England,1855,1666.919226,1440.320167,2012.193701,355.4357218,747.553897
England,1856,2653.418535,1584.737246,1981.768716,359.638706,816.2628153
England,1857,1888.165972,1637.524543,2055.48212,363.8361705,818.9887767
England,1858,1804.084452,1601.827769,2233.567964,368.0609855,807.1939339
England,1859,1591.446738,1724.576061,2342.268998,372.280377,845.2175646
England,1860,1727.924685,1842.910861,2265.305985,376.4778814,883.9830123
England,1861,2054.332909,1820.310536,2136.287253,380.8061437,882.9402936
England,1862,1943.387176,1712.541505,2372.478092,385.9736666,854.892503
England,1863,1847.719176,1822.741121,2359.331794,391.2066018,889.1196567
England,1864,1772.266858,1891.39126,2299.785292,396.5052806,912.1367922
England,1865,1763.564282,2014.332105,2344.657036,401.8700376,954.4970317
England,1866,1702.576156,2158.209088,2435.978017,407.3344413,997.9698481
England,1867,1765.804265,2172.852742,2649.438571,412.8490601,1009.968803
England,1868,1992.614753,2284.174879,2630.430854,418.4641585,1053.107427
England,1869,2316.902874,2313.451707,2530.070971,424.1468551,1070.227559
England,1870,1843.529337,2458.48626,2685.463971,429.9142161,1112.360889
